사업코드,사업명,사업구분,국내외구분,발주처,PM부서,발주방법,등록구분,진행상태,공동도급사,계약일자,변경준공일(차수),주관사
C20210165,성산 농어촌마을 하수도 설치사업 실시설계 용역,설계,국내,경상남도 의령군,상하수도부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), ㈜삼안(40)",2021-07-22,2024-02-21,주관사
C20210164,연동~노형2(이호처리분구) 노후하수관로 정비공사 건설사업관리용역,감리,국내,제주특별자치도 상하수도본부,건설사업관리부,용역형 건설사업관리,본사업,준공,"㈜수성엔지니어링(59.4), ㈜태신엔지니어링건축사사무소(39.06), 종합전기(1)",2021-07-23,2024-12-19,주관사
C20210163,밀양시 수도정비 기본계획(변경) 정수장 기술진단 및 물수요관리 시행계획수립용역,설계,국내,경상남도 밀양시,상하수도부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜도화엔지니어링(50), ㈜한성개발공사(경남)(36), ㈜수성엔지니어링(14), (주)우리이엔지건축사사무소(경남)(0)",2021-07-21,2023-12-07,비주관사
C20210162,2030 서구 도시관리계획 정비용역,설계,국내,인천광역시 서구,도시계획부,설계시공분리발주,본사업,준공,"㈜수성엔지니어링(70), ㈜고산엔지니어링(30)",2021-07-21,2022-10-21,주관사
C20210161,경의선 성산천교외 1개소 교량개량 기타공사 중 신이문역 방음벽 설계 용역,설계,국내,㈜한라,철도설계부,설계시공분리발주,본사업,준공,㈜수성엔지니어링(100),2021-06-30,2021-12-31,주관사
C20210160,진천음성 광역폐기물 소각처리시설 증설사업 환경영향평가,설계,국내,한국환경공단,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,중지,"동부엔지니어링㈜(40), 동림(30), ㈜수성엔지니어링(30)",2021-07-19,2022-12-04,비주관사
C20210159,상화로 입체화 사업 건설사업관리용역,감리,국내,대구광역시 도시건설본부,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(42.78), (주)아이비씨엠(22.7), ㈜건화(21.82), 신일이앤씨(12.7)",2021-07-14,2026-02-11,주관사
C20210158,경기21 공공주택 04지구 재해영향성검토 용역,설계,국내,한국토지주택공사 경기남부지역본부,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2021-07-12,2023-01-31,주관사
C20210157,경기21 공공주택 04지구 지정제안서 작성 및 광역교통체계검토 용역,설계,국내,한국토지주택공사,도시계획부,수의계약(미사용),본사업,준공,㈜수성엔지니어링(100),2021-07-12,2023-01-31,주관사
C20210156,고양창릉 강변북로 확장 및 화전역-BRT정류장 연계 조사설계용역,설계,국내,한국토지주택공사 인천지역본부,도로부,지명경쟁입찰(PQ)(미사용),본사업,진행,"㈜동성엔지니어링(54.2), ㈜수성엔지니어링(36.64), (주)글로벌메타(9.16)",2021-07-13,2028-07-13,비주관사
C20210155,소양강처리분구 외 1개소 통합건설사업관리용역,감리,국내,강원특별자치도 춘천시 상하수도사업본부,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(47.76), ㈜동남엔지니어링(23.88), JM(14.33), 효창(9.55), 이호기술단(주)(4.48)",2021-07-08,2025-08-31,주관사
C20210154,송강천 재해복구사업(개선) 건설사업관리용역,감리,국내,충청북도,건설사업관리부,용역형 건설사업관리,본사업,준공,"㈜수성엔지니어링(65), ㈜대원엔지니어링(35)",2021-07-12,2023-12-20,주관사
C20210153,염곡-2 소구역 하수관로 정비 기본 및 실시설계 용역(장기계속),설계,국내,서울특별시 서초구,상하수도부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜제일엔지니어링종합건축사사무소(49), ㈜선진엔지니어링종합건축사사무소(36), ㈜수성엔지니어링(15)",2021-07-07,2023-08-31,비주관사
C20210152,광양항 율촌지역 신규부두 타당성조사용역,설계,국내,여수광양항만공사,항만부,지명경쟁입찰(후PQ)(미사용),본사업,준공,㈜수성엔지니어링(100),2021-07-06,2022-08-26,주관사
C20210151,광명시흥 일반산단 및 유통단지 조성공사 시공단계 감독 권한대행 등 건설사업관리용역,감리,국내,한국토지주택공사 경기남부지역본부,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(35), ㈜도화엔지니어링(25), ㈜경동엔지니어링(25), ㈜경호엔지니어링종합건축사사무소(15)",2021-07-06,2025-10-03,주관사
C20210150,하천 수생태계 연속성 확보사업 기본 및 실시설계,설계,국내,한국환경공단,수자원부,설계시공분리발주,본사업,준공,"㈜유신(50), ㈜동명기술공단종합건축사사무소(30), ㈜수성엔지니어링(20)",2021-07-05,2023-01-04,비주관사
C20210149,코스타리카 철도 마스터플랜 수립,설계,해외,해외건설협회,철도설계부,해외(미사용),본사업,준공,"㈜수성엔지니어링(45), ㈜동명기술공단종합건축사사무소(30), 인천교통공사(15), ㈜평화엔지니어링(10)",2021-07-01,2022-10-24,주관사
C20210148,사화공원 민간공원조성 특례사업 통합건설사업관리용역,감리,국내,사화도시개발 주식회사,건설사업관리부,기타,본사업,진행,"㈜수성엔지니어링(70), 주식회사 범한엔지니어링(30)",2021-06-25,2025-06-24,주관사
C20210147,안양시 도로건설.관리계획 수립 용역,설계,국내,경기도 안양시,교통부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜케이지엔지니어링종합건축사사무소(57), ㈜수성엔지니어링(43)",2021-06-28,2022-12-20,비주관사
C20210146,월곶~판교 복선전철 제 2공구 노반 실시설계 인력지원 용역(BIM설계),설계,국내,㈜대한콘설탄트,플랫폼사업실,민간(미사용),본사업,준공,㈜수성엔지니어링(100),2021-05-17,2021-12-31,주관사
C20210145,월곶~판교 복선전철 제 2공구 노반 실시설계 용역 BIM,설계,국내,동부엔지니어링㈜,플랫폼사업실,민간(미사용),본사업,준공,㈜수성엔지니어링(100),2021-05-28,2022-03-31,주관사
C20210144,동락천 복개구조물 정밀안전진단 및 성능평가용역,설계,국내,인천광역시 강화군,안전진단부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜한국종합시설안전(40), 일진인터내셔날㈜(30), ㈜수성엔지니어링(30)",2021-06-28,2021-11-24,비주관사
C20210143,금강 하천시설유지보수 통합건설사업관리용역(2021년~2024년),감리,국내,금강유역환경청,건설사업관리부,용역형 건설사업관리,본사업,준공,㈜수성엔지니어링(100),2021-06-28,2024-12-31,주관사
C20210142,"소하천 재해복구사업(오동,화산,와룡) 통합 건설사업관리용역",감리,국내,전라남도 장성군,건설사업관리부,용역형 건설사업관리,본사업,준공,"㈜수성엔지니어링(60), ㈜우빈기술공사(40)",2021-06-24,2023-12-10,주관사
C20210141,상화로 입체화 사업 환경영향평가 용역,설계,국내,대구광역시 도시건설본부,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(70), ㈜엔탑엔지니어링(30)",2021-06-16,2022-02-11,주관사
C20210140A,신촌-6 소구역 하수관로 정비사업 기본 및 실시설계 용역_추가A,설계,국내,㈜대한콘설탄트,상하수도부,기타,지분차액,준공,㈜수성엔지니어링(100),2022-03-22,2022-12-14,주관사
C20210140,신촌-6 소구역 하수관로 정비사업 기본 및 실시설계 용역,설계,국내,서울특별시 마포구,상하수도부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동명기술공단종합건축사사무소(50), ㈜대한콘설탄트(30), ㈜수성엔지니어링(20)",2021-06-22,2023-08-10,비주관사
C20210139,감포항 외곽시설 설치공사 환경영향평가용역,설계,국내,포항지방해양수산청,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜혜인이엔씨(80), ㈜수성엔지니어링(20)",2021-06-22,2022-06-18,비주관사
C20210138,송현지구 배수개선사업 세부설계 용역,설계,국내,한국농어촌공사 충남지역본부,수자원부,설계시공분리발주,본사업,준공,"㈜수성엔지니어링(55), ㈜건화(45)",2021-06-22,2023-03-31,주관사
C20210137,장승포항 남(외항)방파제 조성공사 기본 및 실시설계용역,설계,국내,경상남도,항만부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜세일종합기술공사(60), ㈜수성엔지니어링(40)",2021-06-15,2022-09-30,비주관사
C20210136A,청주하이테크밸리 일반산업단지 진입도로 건설공사 실시설계용역_추가A,설계,국내,㈜지명,도로부,기타,지분차액,진행,㈜수성엔지니어링(100),2021-06-17,2022-04-17,주관사
C20210136,청주하이테크밸리 일반산업단지 진입도로 건설공사 실시설계용역,설계,국내,충청북도 청주시,도로부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(65), ㈜지명(35)",2021-06-17,2022-04-17,주관사
C20210135,아산국가산업단지(우정지구)유보지 조성사업 환경영향평가 용역,설계,국내,우정엠테크밸리 주식회사,환경사업부,민간(미사용),본사업,진행,㈜수성엔지니어링(100),2021-05-13,2024-12-31,주관사
C20210134,전라선 압록~구례구 등 11개소 재해예방공사 감독 권한대행 등 건설사업관리용역,감리,국내,국가철도공단,철도건설관리부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(60), 동부엔지니어링㈜(25), ㈜경동엔지니어링(15)",2021-06-15,2023-07-21,주관사
C20210133B,제주동부 공공지원민간임대 공급촉진지구 조성사업 환경영향평가용역_추가B,설계,국내,(주)퍼스트이앤씨,환경사업부,기타,지분차액,진행,㈜수성엔지니어링(100),2024-01-24,2027-06-16,주관사
C20210133A,제주동부 공공지원민간임대 공급촉진지구 조성사업 환경영향평가용역_추가A,설계,국내,㈜서영엔지니어링,환경사업부,기타,지분차액,진행,㈜수성엔지니어링(100),2024-01-24,2027-06-16,주관사
C20210133,제주동부 공공지원민간임대 공급촉진지구 조성사업 환경영향평가용역,설계,국내,한국토지주택공사,환경사업부,지명경쟁입찰(PQ)(미사용),본사업,진행,"㈜수성엔지니어링(47), ㈜서영엔지니어링(33), (주)퍼스트이앤씨(20)",2021-06-16,2027-06-16,주관사
C20210132,포스코 포항제철소 신규 설비확장부지 산업단지계획 변경(도시계획분야)용역,설계,국내,㈜세광종합기술단,도시계획부,민간(미사용),본사업,진행,㈜수성엔지니어링(100),2021-06-01,2025-12-31,주관사
C20210131,현수교 앵커리지 설계 시범교량 적용 용역,설계,국내,한국건설기술연구원,지반부,협상에의한방식(미사용),본사업,준공,㈜수성엔지니어링(100),2021-06-11,2021-10-10,주관사
C20210130A,울산항 항만시설 성능개선공사 실시설계용역_추가A,설계,국내,㈜세광종합기술단,항만부,기타,지분차액,준공,㈜수성엔지니어링(100),2021-06-29,2022-10-02,주관사
C20210130,울산항 항만시설 성능개선공사 실시설계용역,설계,국내,울산항만공사,항만부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜수성엔지니어링(51.22), 지원(22.44), ㈜세광종합기술단(21.95), 디에스(4.39)",2021-06-04,2022-10-02,주관사
C20210129,회야하수처리시설 증설사업 실시설계용역,설계,국내,울산광역시,상하수도부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜동명기술공단종합건축사사무소(68.25), ㈜수성엔지니어링(29.25), ㈜유앤씨-울산(2.5)",2021-06-03,2024-07-11,비주관사
C20210128A,진주 도시관리계획(용도지역.경관지구 등 재정비) 용역_추가A,설계,국내,㈜도화엔지니어링,도시계획부,기타,지분차액,준공,㈜수성엔지니어링(100),2022-04-27,2023-11-23,주관사
C20210128,진주 도시관리계획(용도지역.경관지구 등 재정비) 용역,설계,국내,경상남도 진주시,도시계획부,지명경쟁입찰(PQ)(미사용),본사업,준공,"㈜도화엔지니어링(60), ㈜한성개발공사(경남)(25), ㈜수성엔지니어링(15)",2021-06-03,2023-11-23,비주관사
C20210127,양산시 지방상수도 현대화사업 기본 및 실시설계용역-블록구축 및 관망도 작성,설계,국내,㈜도화엔지니어링,상하수도부,민간(미사용),본사업,진행,㈜수성엔지니어링(100),2021-05-28,2022-12-31,주관사
C20210126,창원 사화공원 민간공원조성 특례사업(변경)에 따른 제 평가 용역,설계,국내,사화도시개발 주식회사,도시계획부,민간(미사용),본사업,준공,㈜수성엔지니어링(100),2021-05-31,2023-12-31,주관사
C20210125,하수관로신설(확충)사업[서부처리구역(대저처리분구 일원)]건설사업관리용역,감리,국내,부산광역시 건설본부,건설사업관리부,용역형 건설사업관리,본사업,진행,"㈜수성엔지니어링(60), 거원(40)",2021-06-01,2025-03-22,주관사
C20210124,오이도항 정비공사 기본 및 실시설계용역,설계,국내,경기도 시흥시,항만부,지명경쟁입찰(후PQ)(미사용),본사업,준공,"㈜수성엔지니어링(70.37), ㈜지오메카이엔지(15.02), (주)지스페이스코리아(14.61)",2021-05-31,2022-10-05,주관사
C20210123,청미천 청미지구 하천재해 예방사업 실시설계용역,설계,국내,한강유역환경청,수자원부,지명경쟁입찰(PQ)(미사용),본사업,준공,"동부엔지니어링㈜(41.27), SC(21.72), 테이즈엔지니어링㈜(19.31), ㈜수성엔지니어링(17.7)",2021-05-31,2023-12-23,비주관사
